id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
E_W_681,1858.00,E2TL_3,5.10,10.00,0.00,2099.00,TL2W_3,750.00,15.25,241.00,1528.50,124.00,1,0.00,142.88,0,tripinfo_E_W_681,standard_car,1.13,
W_E_704,1925.00,W2TL_0,5.10,10.00,0.00,2099.00,TL2E_1,750.00,12.92,174.00,1528.50,43.00,1,0.00,59.36,0,tripinfo_W_E_704,standard_car,0.96,
W_E_711,1940.00,W2TL_1,5.10,10.00,0.00,2099.00,TL2E_3,750.00,15.63,159.00,1528.50,37.00,1,0.00,62.23,0,tripinfo_W_E_711,standard_car,1.14,
E_W_565,1605.00,E2TL_0,5.10,10.00,0.00,2100.00,TL2W_0,750.00,13.34,495.00,1528.50,361.00,1,0.00,382.27,0,tripinfo_E_W_565,standard_car,0.98,
E_W_594,1665.00,E2TL_3,5.10,10.00,0.00,2100.00,TL2W_1,750.00,14.03,435.00,1528.50,308.00,1,0.00,328.96,0,tripinfo_E_W_594,standard_car,1.05,
W_E_658,1801.00,W2TL_3,5.10,10.00,0.00,2100.00,TL2E_2,750.00,11.83,299.00,1528.50,157.00,1,0.00,173.04,0,tripinfo_W_E_658,standard_car,0.88,
E_W_663,1815.00,E2TL_0,5.10,10.00,0.00,2100.00,TL2W_2,750.00,14.05,285.00,1528.50,165.00,1,0.00,191.93,0,tripinfo_E_W_663,standard_car,1.19,
E_W_587,1655.00,E2TL_0,5.10,10.00,0.00,2101.00,TL2W_1,750.00,13.85,446.00,1528.50,315.00,1,0.00,337.03,0,tripinfo_E_W_587,standard_car,1.01,
W_E_677,1849.00,W2TL_1,5.10,10.00,0.00,2101.00,TL2E_0,750.00,13.86,252.00,1528.50,122.00,1,0.00,143.76,0,tripinfo_W_E_677,standard_car,1.02,
W_E_712,1941.00,W2TL_0,5.10,10.00,1.00,2101.00,TL2E_1,750.00,13.63,160.00,1528.50,31.00,1,0.00,49.81,0,tripinfo_W_E_712,standard_car,1.01,
E_W_715,1948.00,E2TL_1,5.10,10.00,0.00,2101.00,TL2W_3,750.00,15.74,153.00,1528.50,37.00,1,0.00,56.62,0,tripinfo_E_W_715,standard_car,1.14,
E_W_595,1667.00,E2TL_2,5.10,10.00,0.00,2102.00,TL2W_2,750.00,14.72,435.00,1528.50,308.00,1,0.00,335.74,0,tripinfo_E_W_595,standard_car,1.12,
W_E_720,1964.00,W2TL_1,5.10,10.00,0.00,2102.00,TL2E_2,750.00,13.72,138.00,1528.50,10.00,1,0.00,28.08,0,tripinfo_W_E_720,standard_car,1.01,
E_W_574,1631.00,E2TL_3,5.10,10.00,0.00,2103.00,TL2W_0,750.00,12.38,472.00,1528.50,331.00,1,0.00,348.56,0,tripinfo_E_W_574,standard_car,0.90,
W_E_703,1922.00,W2TL_2,5.10,10.00,0.00,2103.00,TL2E_0,750.00,13.20,181.00,1528.50,48.00,1,0.00,68.85,0,tripinfo_W_E_703,standard_car,0.98,
E_W_708,1929.00,E2TL_0,5.10,10.00,1.00,2104.00,TL2W_2,750.00,15.12,175.00,1528.50,48.00,1,0.00,73.78,0,tripinfo_E_W_708,standard_car,1.09,
W_S_723,1969.00,W2TL_1,5.10,10.00,0.00,2104.00,TL2S_1,750.00,14.67,135.00,1503.93,9.00,1,0.00,31.46,0,tripinfo_W_S_723,standard_car,1.07,
W_S_653,1796.00,W2TL_3,5.10,10.00,0.00,2105.00,TL2S_0,750.00,12.14,309.00,1503.93,164.00,1,0.00,184.51,0,tripinfo_W_S_653,standard_car,0.87,
E_W_665,1819.00,E2TL_2,5.10,10.00,0.00,2105.00,TL2W_1,750.00,13.40,286.00,1528.50,156.00,1,0.00,175.28,0,tripinfo_E_W_665,standard_car,1.00,
E_W_680,1856.00,E2TL_0,5.10,10.00,0.00,2106.00,TL2W_0,750.00,13.83,250.00,1528.50,122.00,1,0.00,141.67,0,tripinfo_E_W_680,standard_car,1.02,
E_W_687,1876.00,E2TL_0,5.10,10.00,0.00,2106.00,TL2W_2,750.00,15.26,230.00,1528.50,106.00,1,0.00,130.94,0,tripinfo_E_W_687,standard_car,1.11,
E_W_674,1836.00,E2TL_2,5.10,10.00,0.00,2110.00,TL2W_1,750.00,12.08,274.00,1528.50,133.00,1,0.00,149.40,0,tripinfo_E_W_674,standard_car,0.89,
E_W_707,1927.00,E2TL_3,5.10,10.00,0.00,2110.00,TL2W_0,750.00,13.69,183.00,1528.50,53.00,1,0.00,71.48,0,tripinfo_E_W_707,standard_car,0.99,
E_W_649,1792.00,E2TL_2,5.10,10.00,0.00,2112.00,TL2W_0,750.00,11.26,320.00,1528.50,172.00,1,0.00,184.41,0,tripinfo_E_W_649,standard_car,0.81,
E_N_662,1809.00,E2TL_3,5.10,10.00,0.00,2113.00,TL2N_0,750.00,11.91,304.00,1503.93,161.00,1,0.00,179.61,0,tripinfo_E_N_662,standard_car,0.88,
E_W_668,1821.00,E2TL_1,5.10,10.00,0.00,2113.00,TL2W_1,750.00,12.83,292.00,1528.50,152.00,1,0.00,174.26,0,tripinfo_E_W_668,standard_car,0.94,
E_N_705,1925.00,E2TL_2,5.10,10.00,0.00,2113.00,TL2N_1,750.00,13.76,188.00,1503.93,56.00,1,0.00,77.96,0,tripinfo_E_N_705,standard_car,1.00,
E_N_716,1958.00,E2TL_3,5.10,10.00,0.00,2115.00,TL2N_0,750.00,13.51,157.00,1503.93,25.00,1,0.00,47.02,0,tripinfo_E_N_716,standard_car,0.99,
E_N_732,2013.00,E2TL_1,5.10,10.00,0.00,2125.00,TL2N_0,750.00,14.12,112.00,1503.93,0.00,0,0.00,6.00,0,tripinfo_E_N_732,standard_car,1.03,
E_W_709,1930.00,E2TL_2,5.10,10.00,0.00,2126.00,TL2W_0,750.00,10.71,196.00,1528.50,41.00,1,0.00,56.71,0,tripinfo_E_W_709,standard_car,0.79,
E_N_733,2015.00,E2TL_2,5.10,10.00,0.00,2136.00,TL2N_0,750.00,12.98,121.00,1503.93,0.00,0,0.00,5.42,0,tripinfo_E_N_733,standard_car,0.95,
E_W_737,2040.00,E2TL_1,5.10,10.00,0.00,2141.00,TL2W_0,750.00,15.51,101.00,1528.50,0.00,0,0.00,2.74,0,tripinfo_E_W_737,standard_car,1.12,
W_E_735,2032.00,W2TL_0,5.10,10.00,0.00,2146.00,TL2E_0,750.00,13.67,114.00,1528.50,0.00,0,0.00,2.41,0,tripinfo_W_E_735,standard_car,0.99,
W_N_698,1910.00,W2TL_3,5.10,10.00,0.00,2264.00,TL2N_2,750.00,16.40,354.00,1524.57,243.00,1,0.00,260.72,0,tripinfo_W_N_698,standard_car,1.19,
E_S_510,1486.00,E2TL_1,5.10,10.00,0.00,2265.00,TL2S_0,750.00,13.96,779.00,1524.57,655.00,1,0.00,669.17,0,tripinfo_E_S_510,standard_car,1.01,
W_N_609,1697.00,W2TL_0,5.10,10.00,0.00,2265.00,TL2N_1,750.00,14.23,568.00,1524.57,449.00,1,0.00,463.58,0,tripinfo_W_N_609,standard_car,1.06,
W_N_601,1682.00,W2TL_3,5.10,10.00,0.00,2266.00,TL2N_0,750.00,13.62,584.00,1524.57,460.00,1,0.00,472.25,0,tripinfo_W_N_601,standard_car,0.99,
E_S_546,1547.00,E2TL_3,5.10,10.00,0.00,2268.00,TL2S_0,750.00,13.18,721.00,1524.57,595.00,1,0.00,608.44,0,tripinfo_E_S_546,standard_car,0.98,
W_N_655,1797.00,W2TL_1,5.10,10.00,0.00,2269.00,TL2N_0,750.00,13.70,472.00,1524.57,347.00,1,0.00,361.29,0,tripinfo_W_N_655,standard_car,1.00,
W_N_729,2003.00,W2TL_0,5.10,10.00,0.00,2269.00,TL2N_1,750.00,14.66,266.00,1524.57,149.00,1,0.00,164.15,0,tripinfo_W_N_729,standard_car,1.09,
E_S_577,1642.00,E2TL_0,5.10,10.00,0.00,2272.00,TL2S_0,750.00,12.92,630.00,1524.57,500.00,1,0.00,515.45,0,tripinfo_E_S_577,standard_car,0.97,
E_S_596,1670.00,E2TL_3,5.10,10.00,0.00,2274.00,TL2S_1,750.00,13.47,604.00,1524.57,475.00,1,0.00,489.53,0,tripinfo_E_S_596,standard_car,0.97,
E_S_684,1864.00,E2TL_0,5.10,10.00,0.00,2278.00,TL2S_0,750.00,12.23,414.00,1524.57,278.00,1,0.00,293.36,0,tripinfo_E_S_684,standard_car,0.92,
W_N_749,2076.00,W2TL_3,5.10,10.00,0.00,2278.00,TL2N_0,750.00,12.85,202.00,1524.57,73.00,1,0.00,85.57,0,tripinfo_W_N_749,standard_car,0.95,
W_N_765,2117.00,W2TL_3,5.10,10.00,1.00,2280.00,TL2N_0,750.00,12.87,163.00,1524.57,32.00,1,0.00,46.17,0,tripinfo_W_N_765,standard_car,0.94,
N_S_592,1662.00,N2TL_0,5.10,10.00,0.00,2455.00,TL2S_0,750.00,17.00,793.00,1528.50,689.00,1,0.00,704.94,0,tripinfo_N_S_592,standard_car,1.25,
S_N_590,1660.00,S2TL_2,5.10,10.00,0.00,2463.00,TL2N_0,750.00,14.42,803.00,1528.50,684.00,1,0.00,698.57,0,tripinfo_S_N_590,standard_car,1.06,
N_S_591,1660.00,N2TL_3,5.10,10.00,0.00,2463.00,TL2S_1,750.00,14.41,803.00,1528.50,684.00,1,0.00,698.42,0,tripinfo_N_S_591,standard_car,1.06,
N_S_593,1664.00,N2TL_1,5.10,10.00,0.00,2464.00,TL2S_0,750.00,14.72,800.00,1528.50,682.00,1,0.00,695.97,0,tripinfo_N_S_593,standard_car,1.06,
S_N_632,1741.00,S2TL_3,5.10,10.00,0.00,2464.00,TL2N_3,750.00,16.79,723.00,1528.50,615.00,1,0.00,632.92,0,tripinfo_S_N_632,standard_car,1.22,
S_N_617,1712.00,S2TL_0,5.10,10.00,1.00,2465.00,TL2N_2,750.00,15.03,753.00,1528.50,637.00,1,0.00,652.85,0,tripinfo_S_N_617,standard_car,1.11,
S_N_578,1645.00,S2TL_1,5.10,10.00,0.00,2466.00,TL2N_0,750.00,13.41,821.00,1528.50,697.00,1,0.00,708.72,0,tripinfo_S_N_578,standard_car,0.98,
S_E_581,1647.00,S2TL_1,5.10,10.00,0.00,2466.00,TL2E_0,750.00,13.41,819.00,1503.93,695.00,1,0.00,707.31,0,tripinfo_S_E_581,standard_car,0.98,
S_N_585,1651.00,S2TL_0,5.10,10.00,1.00,2466.00,TL2N_1,750.00,13.38,815.00,1528.50,690.00,1,0.00,703.87,0,tripinfo_S_N_585,standard_car,1.00,
N_S_600,1678.00,N2TL_1,5.10,10.00,0.00,2466.00,TL2S_1,750.00,13.79,788.00,1528.50,664.00,1,0.00,676.84,0,tripinfo_N_S_600,standard_car,1.00,
N_W_612,1702.00,N2TL_0,5.10,10.00,0.00,2466.00,TL2W_0,750.00,13.86,764.00,1503.93,644.00,1,0.00,656.98,0,tripinfo_N_W_612,standard_car,1.02,
N_S_624,1725.00,N2TL_2,5.10,10.00,0.00,2466.00,TL2S_0,750.00,14.82,741.00,1528.50,624.00,1,0.00,639.94,0,tripinfo_N_S_624,standard_car,1.10,
S_E_610,1698.00,S2TL_2,5.10,10.00,0.00,2469.00,TL2E_1,750.00,14.53,771.00,1503.93,653.00,1,0.00,667.52,0,tripinfo_S_E_610,standard_car,1.05,
S_E_620,1714.00,S2TL_0,5.10,10.00,0.00,2469.00,TL2E_2,750.00,16.17,755.00,1503.93,642.00,1,0.00,661.90,0,tripinfo_S_E_620,standard_car,1.18,
N_S_626,1727.00,N2TL_2,5.10,10.00,0.00,2469.00,TL2S_0,750.00,14.57,742.00,1528.50,620.00,1,0.00,637.29,0,tripinfo_N_S_626,standard_car,1.05,
S_N_635,1748.00,S2TL_0,5.10,10.00,0.00,2469.00,TL2N_2,750.00,15.47,721.00,1528.50,605.00,1,0.00,623.35,0,tripinfo_S_N_635,standard_car,1.13,
N_W_616,1710.00,N2TL_3,5.10,10.00,0.00,2470.00,TL2W_0,750.00,13.75,760.00,1503.93,637.00,1,0.00,651.17,0,tripinfo_N_W_616,standard_car,1.01,
N_S_630,1737.00,N2TL_0,5.10,10.00,0.00,2471.00,TL2S_1,750.00,14.18,734.00,1528.50,610.00,1,0.00,626.30,0,tripinfo_N_S_630,standard_car,1.03,
S_E_582,1649.00,S2TL_3,5.10,10.00,1.00,2472.00,TL2E_0,750.00,12.40,823.00,1503.93,691.00,1,0.00,703.76,0,tripinfo_S_E_582,standard_car,0.92,
S_E_603,1685.00,S2TL_0,5.10,10.00,0.00,2472.00,TL2E_1,750.00,13.79,787.00,1503.93,660.00,1,0.00,677.06,0,tripinfo_S_E_603,standard_car,1.00,
N_S_605,1691.00,N2TL_0,5.10,10.00,0.00,2472.00,TL2S_0,750.00,12.64,781.00,1528.50,647.00,1,0.00,661.19,0,tripinfo_N_S_605,standard_car,0.92,
S_N_621,1715.00,S2TL_1,5.10,10.00,0.00,2472.00,TL2N_3,750.00,13.79,757.00,1528.50,632.00,1,0.00,648.71,0,tripinfo_S_N_621,standard_car,1.02,
S_N_604,1686.00,S2TL_3,5.10,10.00,1.00,2473.00,TL2N_2,750.00,12.45,787.00,1528.50,651.00,1,0.00,664.16,0,tripinfo_S_N_604,standard_car,0.90,
S_N_607,1695.00,S2TL_1,5.10,10.00,0.00,2473.00,TL2N_0,750.00,12.86,778.00,1528.50,645.00,1,0.00,659.73,0,tripinfo_S_N_607,standard_car,0.94,
S_E_614,1710.00,S2TL_0,5.10,10.00,0.00,2473.00,TL2E_1,750.00,14.36,763.00,1503.93,645.00,1,0.00,667.34,0,tripinfo_S_E_614,standard_car,1.14,
N_S_666,1820.00,N2TL_3,5.10,10.00,0.00,2473.00,TL2S_3,750.00,14.43,653.00,1528.50,531.00,1,0.00,548.56,0,tripinfo_N_S_666,standard_car,1.06,
S_N_618,1712.00,S2TL_1,5.10,10.00,0.00,2474.00,TL2N_1,750.00,13.51,762.00,1528.50,633.00,1,0.00,650.61,0,tripinfo_S_N_618,standard_car,1.00,
N_S_619,1712.00,N2TL_3,5.10,10.00,0.00,2474.00,TL2S_1,750.00,12.49,762.00,1528.50,626.00,1,0.00,639.10,0,tripinfo_N_S_619,standard_car,0.90,
N_S_622,1720.00,N2TL_0,5.10,10.00,0.00,2474.00,TL2S_2,750.00,13.90,754.00,1528.50,620.00,2,0.00,645.44,0,tripinfo_N_S_622,standard_car,1.02,
N_S_637,1751.00,N2TL_1,5.10,10.00,1.00,2474.00,TL2S_0,750.00,13.64,723.00,1528.50,597.00,1,0.00,611.10,0,tripinfo_N_S_637,standard_car,0.99,
S_N_599,1678.00,S2TL_0,5.10,10.00,0.00,2475.00,TL2N_0,750.00,11.81,797.00,1528.50,658.00,1,0.00,669.96,0,tripinfo_S_N_599,standard_car,0.87,
S_N_634,1748.00,S2TL_3,5.10,10.00,0.00,2475.00,TL2N_1,750.00,14.26,727.00,1528.50,605.00,1,0.00,620.50,0,tripinfo_S_N_634,standard_car,1.03,
N_S_651,1793.00,N2TL_2,5.10,10.00,0.00,2475.00,TL2S_1,750.00,13.21,682.00,1528.50,557.00,1,0.00,573.16,0,tripinfo_N_S_651,standard_car,1.01,
S_N_661,1806.00,S2TL_2,5.10,10.00,0.00,2475.00,TL2N_3,750.00,14.74,669.00,1528.50,547.00,1,0.00,565.16,0,tripinfo_S_N_661,standard_car,1.06,
N_S_689,1878.00,N2TL_1,5.10,10.00,0.00,2475.00,TL2S_3,750.00,16.48,597.00,1528.50,481.00,1,0.00,505.56,0,tripinfo_N_S_689,standard_car,1.22,
S_N_631,1737.00,S2TL_0,5.10,10.00,0.00,2476.00,TL2N_0,750.00,12.23,739.00,1528.50,613.00,1,0.00,634.35,0,tripinfo_S_N_631,standard_car,1.05,
N_S_647,1784.00,N2TL_0,5.10,10.00,0.00,2476.00,TL2S_2,750.00,13.34,692.00,1528.50,562.00,1,0.00,578.14,0,tripinfo_N_S_647,standard_car,0.97,
S_N_667,1821.00,S2TL_0,5.10,10.00,0.00,2477.00,TL2N_2,750.00,14.70,656.00,1528.50,535.00,1,0.00,552.76,0,tripinfo_S_N_667,standard_car,1.07,
N_S_671,1827.00,N2TL_0,5.10,10.00,0.00,2477.00,TL2S_1,750.00,13.84,650.00,1528.50,530.00,1,0.00,553.21,0,tripinfo_N_S_671,standard_car,1.14,
S_N_676,1846.00,S2TL_1,5.10,10.00,0.00,2477.00,TL2N_3,750.00,15.43,631.00,1528.50,513.00,1,0.00,532.53,0,tripinfo_S_N_676,standard_car,1.13,
N_S_678,1851.00,N2TL_2,5.10,10.00,0.00,2478.00,TL2S_2,750.00,13.66,627.00,1528.50,498.00,1,0.00,515.37,0,tripinfo_N_S_678,standard_car,0.99,
N_S_717,1959.00,N2TL_1,5.10,10.00,0.00,2478.00,TL2S_3,750.00,16.32,519.00,1528.50,403.00,1,0.00,425.44,0,tripinfo_N_S_717,standard_car,1.18,
N_S_627,1728.00,N2TL_1,5.10,10.00,0.00,2479.00,TL2S_0,750.00,12.44,751.00,1528.50,614.00,1,0.00,628.17,0,tripinfo_N_S_627,standard_car,0.90,
N_S_691,1892.00,N2TL_0,5.10,10.00,0.00,2479.00,TL2S_1,750.00,14.86,587.00,1528.50,467.00,1,0.00,485.91,0,tripinfo_N_S_691,standard_car,1.10,
S_N_640,1757.00,S2TL_0,5.10,10.00,0.00,2480.00,TL2N_1,750.00,12.65,723.00,1528.50,589.00,1,0.00,604.21,0,tripinfo_S_N_640,standard_car,0.93,
S_N_629,1734.00,S2TL_0,5.10,10.00,0.00,2481.00,TL2N_0,750.00,12.01,747.00,1528.50,610.00,1,0.00,624.14,0,tripinfo_S_N_629,standard_car,0.90,
N_S_639,1756.00,N2TL_2,5.10,10.00,0.00,2481.00,TL2S_0,750.00,13.14,725.00,1528.50,593.00,1,0.00,611.69,0,tripinfo_N_S_639,standard_car,0.98,
N_W_654,1796.00,N2TL_1,5.10,10.00,0.00,2481.00,TL2W_0,750.00,13.55,685.00,1503.93,557.00,1,0.00,574.64,0,tripinfo_N_W_654,standard_car,1.00,
N_S_700,1914.00,N2TL_0,5.10,10.00,0.00,2481.00,TL2S_1,750.00,13.79,567.00,1528.50,441.00,1,0.00,457.01,0,tripinfo_N_S_700,standard_car,1.00,
S_N_643,1770.00,S2TL_1,5.10,10.00,0.00,2482.00,TL2N_1,750.00,12.99,712.00,1528.50,582.00,1,0.00,595.94,0,tripinfo_S_N_643,standard_car,0.95,
S_N_669,1823.00,S2TL_2,5.10,10.00,0.00,2482.00,TL2N_2,750.00,13.51,659.00,1528.50,533.00,1,0.00,549.06,0,tripinfo_S_N_669,standard_car,1.00,
N_S_682,1858.00,N2TL_1,5.10,10.00,0.00,2482.00,TL2S_0,750.00,13.05,624.00,1528.50,492.00,1,0.00,510.08,0,tripinfo_N_S_682,standard_car,0.97,
S_N_692,1893.00,S2TL_3,5.10,10.00,0.00,2482.00,TL2N_3,750.00,14.73,589.00,1528.50,470.00,1,0.00,487.23,0,tripinfo_S_N_692,standard_car,1.09,
S_N_641,1759.00,S2TL_1,5.10,10.00,0.00,2483.00,TL2N_0,750.00,13.86,724.00,1528.50,596.00,1,0.00,619.11,0,tripinfo_S_N_641,standard_car,1.06,
S_N_660,1805.00,S2TL_0,5.10,10.00,0.00,2483.00,TL2N_1,750.00,13.57,678.00,1528.50,549.00,1,0.00,566.13,0,tripinfo_S_N_660,standard_car,0.98,
S_N_646,1780.00,S2TL_2,5.10,10.00,0.00,2484.00,TL2N_0,750.00,13.62,704.00,1528.50,577.00,1,0.00,598.40,0,tripinfo_S_N_646,standard_car,1.04,
N_S_728,1992.00,N2TL_3,5.10,10.00,0.00,2484.00,TL2S_1,750.00,13.93,492.00,1528.50,365.00,1,0.00,382.88,0,tripinfo_N_S_728,standard_car,1.01,
S_N_731,2006.00,S2TL_3,5.10,10.00,0.00,2484.00,TL2N_3,750.00,17.36,478.00,1528.50,368.00,1,0.00,393.15,0,tripinfo_S_N_731,standard_car,1.31,
S_N_679,1855.00,S2TL_2,5.10,10.00,0.00,2485.00,TL2N_1,750.00,13.32,630.00,1528.50,502.00,1,0.00,518.16,0,tripinfo_S_N_679,standard_car,0.99,
N_S_683,1862.00,N2TL_0,5.10,10.00,0.00,2485.00,TL2S_0,750.00,13.31,623.00,1528.50,491.00,1,0.00,508.44,0,tripinfo_N_S_683,standard_car,0.97,
S_N_710,1934.00,S2TL_0,5.10,10.00,0.00,2485.00,TL2N_2,750.00,14.37,551.00,1528.50,430.00,1,0.00,445.81,0,tripinfo_S_N_710,standard_car,1.05,
N_S_767,2127.00,N2TL_1,5.10,10.00,0.00,2485.00,TL2S_2,750.00,15.65,358.00,1528.50,243.00,1,0.00,260.98,0,tripinfo_N_S_767,standard_car,1.14,
S_N_664,1818.00,S2TL_2,5.10,10.00,0.00,2486.00,TL2N_0,750.00,14.55,668.00,1528.50,541.00,1,0.00,562.34,0,tripinfo_S_N_664,standard_car,1.05,
N_S_702,1921.00,N2TL_2,5.10,10.00,0.00,2487.00,TL2S_0,750.00,12.69,566.00,1528.50,433.00,1,0.00,448.11,0,tripinfo_N_S_702,standard_car,0.94,
S_N_718,1960.00,S2TL_1,5.10,10.00,0.00,2487.00,TL2N_1,750.00,15.21,527.00,1528.50,409.00,1,0.00,429.56,0,tripinfo_S_N_718,standard_car,1.14,
N_W_645,1777.00,N2TL_2,5.10,10.00,0.00,2488.00,TL2W_0,750.00,11.21,711.00,1503.93,567.00,1,0.00,581.19,0,tripinfo_N_W_645,standard_car,0.84,
S_N_741,2054.00,S2TL_1,5.10,10.00,0.00,2488.00,TL2N_1,750.00,14.78,434.00,1528.50,314.00,1,0.00,333.36,0,tripinfo_S_N_741,standard_car,1.10,
N_W_726,1976.00,N2TL_2,5.10,10.00,0.00,2489.00,TL2W_1,750.00,13.77,513.00,1503.93,384.00,1,0.00,403.97,0,tripinfo_N_W_726,standard_car,1.00,
S_N_685,1865.00,S2TL_1,5.10,10.00,0.00,2490.00,TL2N_1,750.00,14.86,625.00,1528.50,500.00,1,0.00,524.15,0,tripinfo_S_N_685,standard_car,1.10,
S_N_690,1879.00,S2TL_0,5.10,10.00,0.00,2490.00,TL2N_2,750.00,12.21,611.00,1528.50,472.00,1,0.00,487.97,0,tripinfo_S_N_690,standard_car,0.90,
S_N_693,1894.00,S2TL_2,5.10,10.00,0.00,2490.00,TL2N_0,750.00,12.72,596.00,1528.50,464.00,1,0.00,477.27,0,tripinfo_S_N_693,standard_car,0.93,
N_W_694,1897.00,N2TL_1,5.10,10.00,0.00,2490.00,TL2W_0,750.00,12.93,593.00,1503.93,460.00,1,0.00,478.16,0,tripinfo_N_W_694,standard_car,0.95,
S_N_714,1943.00,S2TL_0,5.10,10.00,0.00,2490.00,TL2N_3,750.00,13.51,547.00,1528.50,416.00,1,0.00,434.67,0,tripinfo_S_N_714,standard_car,0.99,
N_S_736,2040.00,N2TL_3,5.10,10.00,0.00,2490.00,TL2S_0,750.00,12.63,450.00,1528.50,317.00,1,0.00,332.47,0,tripinfo_N_S_736,standard_car,0.94,
N_S_746,2064.00,N2TL_2,5.10,10.00,0.00,2491.00,TL2S_2,750.00,12.80,427.00,1528.50,296.00,1,0.00,311.49,0,tripinfo_N_S_746,standard_car,0.95,
N_S_754,2085.00,N2TL_2,5.10,10.00,0.00,2492.00,TL2S_1,750.00,13.35,407.00,1528.50,277.00,1,0.00,293.79,0,tripinfo_N_S_754,standard_car,0.97,
S_N_761,2105.00,S2TL_1,5.10,10.00,0.00,2492.00,TL2N_2,750.00,13.66,387.00,1528.50,268.00,1,0.00,288.81,0,tripinfo_S_N_761,standard_car,1.13,
S_N_775,2154.00,S2TL_3,5.10,10.00,0.00,2492.00,TL2N_3,750.00,15.83,338.00,1528.50,222.00,1,0.00,241.54,0,tripinfo_S_N_775,standard_car,1.14,
N_S_776,2156.00,N2TL_2,5.10,10.00,0.00,2492.00,TL2S_3,750.00,14.02,336.00,1528.50,211.00,1,0.00,228.69,0,tripinfo_N_S_776,standard_car,1.03,
S_E_672,1833.00,S2TL_2,5.10,10.00,0.00,2493.00,TL2E_0,750.00,12.20,660.00,1503.93,521.00,1,0.00,536.20,0,tripinfo_S_E_672,standard_car,0.88,
N_S_722,1966.00,N2TL_1,5.10,10.00,0.00,2493.00,TL2S_0,750.00,11.80,527.00,1528.50,387.00,1,0.00,400.39,0,tripinfo_N_S_722,standard_car,0.87,
S_N_757,2090.00,S2TL_2,5.10,10.00,0.00,2493.00,TL2N_1,750.00,13.56,403.00,1528.50,277.00,1,0.00,297.30,0,tripinfo_S_N_757,standard_car,1.04,
S_N_758,2095.00,S2TL_0,5.10,10.00,0.00,2495.00,TL2N_0,750.00,13.69,400.00,1528.50,272.00,1,0.00,289.76,0,tripinfo_S_N_758,standard_car,1.00,
N_W_763,2112.00,N2TL_3,5.10,10.00,0.00,2495.00,TL2W_0,750.00,14.35,383.00,1503.93,257.00,1,0.00,278.75,0,tripinfo_N_W_763,standard_car,1.05,
S_N_809,2288.00,S2TL_3,5.10,10.00,0.00,2495.00,TL2N_2,750.00,15.35,207.00,1528.50,92.00,1,0.00,110.13,0,tripinfo_S_N_809,standard_car,1.14,
S_E_686,1868.00,S2TL_0,5.10,10.00,0.00,2497.00,TL2E_0,750.00,12.34,629.00,1503.93,488.00,1,0.00,506.73,0,tripinfo_S_E_686,standard_car,0.89,
S_E_701,1916.00,S2TL_1,5.10,10.00,0.00,2498.00,TL2E_1,750.00,12.52,582.00,1503.93,443.00,1,0.00,463.64,0,tripinfo_S_E_701,standard_car,0.93,
S_N_744,2059.00,S2TL_0,5.10,10.00,0.00,2498.00,TL2N_0,750.00,12.44,439.00,1528.50,304.00,1,0.00,318.32,0,tripinfo_S_N_744,standard_car,0.92,
S_E_748,2073.00,S2TL_0,5.10,10.00,0.00,2498.00,TL2E_2,750.00,15.21,425.00,1503.93,303.00,1,0.00,326.19,0,tripinfo_S_E_748,standard_car,1.12,
N_S_770,2140.00,N2TL_0,5.10,10.00,0.00,2498.00,TL2S_3,750.00,12.88,358.00,1528.50,224.00,1,0.00,240.81,0,tripinfo_N_S_770,standard_car,0.94,
S_N_801,2243.00,S2TL_3,5.10,10.00,0.00,2498.00,TL2N_2,750.00,14.04,255.00,1528.50,131.00,1,0.00,149.16,0,tripinfo_S_N_801,standard_car,1.04,
N_S_688,1877.00,N2TL_0,5.10,10.00,0.00,2499.00,TL2S_0,750.00,10.72,622.00,1528.50,467.00,1,0.00,482.18,0,tripinfo_N_S_688,standard_car,0.79,
S_N_725,1969.00,S2TL_0,5.10,10.00,0.00,2499.00,TL2N_0,750.00,11.83,530.00,1528.50,386.00,1,0.00,402.01,0,tripinfo_S_N_725,standard_car,0.86,
N_S_727,1988.00,N2TL_0,5.10,10.00,0.00,2499.00,TL2S_1,750.00,11.32,511.00,1528.50,363.00,1,0.00,376.37,0,tripinfo_N_S_727,standard_car,0.82,
S_E_734,2020.00,S2TL_2,5.10,10.00,0.00,2499.00,TL2E_1,750.00,13.39,479.00,1503.93,347.00,1,0.00,371.02,0,tripinfo_S_E_734,standard_car,1.01,
N_S_739,2048.00,N2TL_1,5.10,10.00,0.00,2499.00,TL2S_2,750.00,12.05,451.00,1528.50,307.00,1,0.00,323.93,0,tripinfo_N_S_739,standard_car,0.87,
S_N_826,2349.00,S2TL_1,5.10,10.00,0.00,2499.00,TL2N_3,750.00,14.87,150.00,1528.50,32.00,1,0.00,49.94,0,tripinfo_S_N_826,standard_car,1.10,
S_E_745,2060.00,S2TL_2,5.10,10.00,0.00,2500.00,TL2E_2,750.00,14.53,440.00,1503.93,311.00,1,0.00,335.76,0,tripinfo_S_E_745,standard_car,1.05,
